OBJECTID,GEOID,TotalPop,FID_,GEOID,NAME,GEOID_Data
21541,14000US17031430101,3997,,17031430101,4301.01,14000US17031430101
21542,14000US17031430102,3109,,17031430102,4301.02,14000US17031430102
21543,14000US17031430200,4442,,17031430200,4302,14000US17031430200
21544,14000US17031430300,2001,,17031430300,4303,14000US17031430300
21545,14000US17031430400,3139,,17031430400,4304,14000US17031430400
21546,14000US17031430500,3490,,17031430500,4305,14000US17031430500
21547,14000US17031430600,1693,,17031430600,4306,14000US17031430600
21548,14000US17031430700,2399,,17031430700,4307,14000US17031430700
21549,14000US17031430800,1834,,17031430800,4308,14000US17031430800
21550,14000US17031430900,1859,,17031430900,4309,14000US17031430900
21551,14000US17031431200,2855,,17031431200,4312,14000US17031431200
21552,14000US17031431301,2898,,17031431301,4313.01,14000US17031431301
21553,14000US17031431302,2981,,17031431302,4313.02,14000US17031431302
21554,14000US17031431400,6292,,17031431400,4314,14000US17031431400
21555,14000US17031440101,4489,,17031440101,4401.01,14000US17031440101
21556,14000US17031440102,3252,,17031440102,4401.02,14000US17031440102
21557,14000US17031440201,5323,,17031440201,4402.01,14000US17031440201
21558,14000US17031440202,3361,,17031440202,4402.02,14000US17031440202
21559,14000US17031440300,4400,,17031440300,4403,14000US17031440300
21560,14000US17031440600,2022,,17031440600,4406,14000US17031440600
21561,14000US17031440700,1731,,17031440700,4407,14000US17031440700
21562,14000US17031440800,2139,,17031440800,4408,14000US17031440800
21563,14000US17031440900,2858,,17031440900,4409,14000US17031440900
21564,14000US17031450300,3677,,17031450300,4503,14000US17031450300
21565,14000US17031460100,3372,,17031460100,4601,14000US17031460100
21566,14000US17031460200,2272,,17031460200,4602,14000US17031460200
21567,14000US17031460301,3205,,17031460301,4603.01,14000US17031460301
21568,14000US17031460302,3827,,17031460302,4603.02,14000US17031460302
21569,14000US17031460400,3186,,17031460400,4604,14000US17031460400
21570,14000US17031460500,5241,,17031460500,4605,14000US17031460500
21571,14000US17031460600,1224,,17031460600,4606,14000US17031460600
21572,14000US17031460700,2989,,17031460700,4607,14000US17031460700
21573,14000US17031461000,1950,,17031461000,4610,14000US17031461000
21574,14000US17031470100,3508,,17031470100,4701,14000US17031470100
21575,14000US17031480100,1963,,17031480100,4801,14000US17031480100
21576,14000US17031480200,1353,,17031480200,4802,14000US17031480200
21577,14000US17031480300,1405,,17031480300,4803,14000US17031480300
21578,14000US17031480400,6572,,17031480400,4804,14000US17031480400
21579,14000US17031480500,3089,,17031480500,4805,14000US17031480500
21580,14000US17031490300,2056,,17031490300,4903,14000US17031490300
21581,14000US17031490400,1113,,17031490400,4904,14000US17031490400
21582,14000US17031490500,2420,,17031490500,4905,14000US17031490500
21583,14000US17031490600,1353,,17031490600,4906,14000US17031490600
21584,14000US17031490700,3261,,17031490700,4907,14000US17031490700
21585,14000US17031490800,3817,,17031490800,4908,14000US17031490800
21586,14000US17031490901,4090,,17031490901,4909.01,14000US17031490901
21587,14000US17031490902,4763,,17031490902,4909.02,14000US17031490902
21588,14000US17031491000,4951,,17031491000,4910,14000US17031491000
21589,14000US17031491100,4797,,17031491100,4911,14000US17031491100
21590,14000US17031491200,2977,,17031491200,4912,14000US17031491200
21591,14000US17031491300,2724,,17031491300,4913,14000US17031491300
21592,14000US17031491400,3205,,17031491400,4914,14000US17031491400
21593,14000US17031500100,3585,,17031500100,5001,14000US17031500100
21594,14000US17031500200,2003,,17031500200,5002,14000US17031500200
21595,14000US17031500300,1674,,17031500300,5003,14000US17031500300
21596,14000US17031510100,3854,,17031510100,5101,14000US17031510100
21597,14000US17031510200,3055,,17031510200,5102,14000US17031510200
21598,14000US17031510300,6186,,17031510300,5103,14000US17031510300
21599,14000US17031520100,1887,,17031520100,5201,14000US17031520100
21600,14000US17031520200,4073,,17031520200,5202,14000US17031520200
21601,14000US17031520300,6377,,17031520300,5203,14000US17031520300
21602,14000US17031520400,3986,,17031520400,5204,14000US17031520400
21603,14000US17031520500,4414,,17031520500,5205,14000US17031520500
21604,14000US17031520600,2780,,17031520600,5206,14000US17031520600
21605,14000US17031530100,2726,,17031530100,5301,14000US17031530100
21606,14000US17031530200,5334,,17031530200,5302,14000US17031530200
21607,14000US17031530300,4223,,17031530300,5303,14000US17031530300
21608,14000US17031530400,2169,,17031530400,5304,14000US17031530400
21609,14000US17031530501,5839,,17031530501,5305.01,14000US17031530501
21610,14000US17031530502,1463,,17031530502,5305.02,14000US17031530502
21611,14000US17031530503,5632,,17031530503,5305.03,14000US17031530503
21612,14000US17031530600,3373,,17031530600,5306,14000US17031530600
21613,14000US17031540101,3509,,17031540101,5401.01,14000US17031540101
21614,14000US17031540102,3311,,17031540102,5401.02,14000US17031540102
21615,14000US17031550100,7497,,17031550100,5501,14000US17031550100
21616,14000US17031550200,2671,,17031550200,5502,14000US17031550200
21617,14000US17031560100,1102,,17031560100,5601,14000US17031560100
21618,14000US17031560200,1997,,17031560200,5602,14000US17031560200
21619,14000US17031560300,3166,,17031560300,5603,14000US17031560300
21620,14000US17031560400,1422,,17031560400,5604,14000US17031560400
21621,14000US17031560700,3242,,17031560700,5607,14000US17031560700
21622,14000US17031560800,5600,,17031560800,5608,14000US17031560800
21623,14000US17031560900,5186,,17031560900,5609,14000US17031560900
21624,14000US17031561000,4865,,17031561000,5610,14000US17031561000
21625,14000US17031561100,5735,,17031561100,5611,14000US17031561100
21626,14000US17031570100,1172,,17031570100,5701,14000US17031570100
21627,14000US17031570200,1740,,17031570200,5702,14000US17031570200
21628,14000US17031570300,6322,,17031570300,5703,14000US17031570300
21629,14000US17031570400,1673,,17031570400,5704,14000US17031570400
21630,14000US17031570500,2527,,17031570500,5705,14000US17031570500
21631,14000US17031580100,3006,,17031580100,5801,14000US17031580100
21632,14000US17031580200,3476,,17031580200,5802,14000US17031580200
21633,14000US17031580300,2141,,17031580300,5803,14000US17031580300
21634,14000US17031580400,3757,,17031580400,5804,14000US17031580400
21635,14000US17031580501,5346,,17031580501,5805.01,14000US17031580501
21636,14000US17031580502,5042,,17031580502,5805.02,14000US17031580502
21637,14000US17031580600,6056,,17031580600,5806,14000US17031580600
21638,14000US17031580700,5803,,17031580700,5807,14000US17031580700
21639,14000US17031580800,1833,,17031580800,5808,14000US17031580800
21640,14000US17031590500,1961,,17031590500,5905,14000US17031590500
21641,14000US17031590600,4132,,17031590600,5906,14000US17031590600
21642,14000US17031590700,3141,,17031590700,5907,14000US17031590700
21643,14000US17031600400,4345,,17031600400,6004,14000US17031600400
21644,14000US17031600600,2343,,17031600600,6006,14000US17031600600
21645,14000US17031600700,2261,,17031600700,6007,14000US17031600700
21646,14000US17031600900,3443,,17031600900,6009,14000US17031600900
21647,14000US17031610300,5319,,17031610300,6103,14000US17031610300
21648,14000US17031610400,1461,,17031610400,6104,14000US17031610400
21649,14000US17031610800,1415,,17031610800,6108,14000US17031610800
21650,14000US17031611000,1144,,17031611000,6110,14000US17031611000
21651,14000US17031611100,2570,,17031611100,6111,14000US17031611100
21652,14000US17031611200,2343,,17031611200,6112,14000US17031611200
21653,14000US17031611300,3071,,17031611300,6113,14000US17031611300
21654,14000US17031611400,3832,,17031611400,6114,14000US17031611400
21655,14000US17031611500,3133,,17031611500,6115,14000US17031611500
21656,14000US17031611600,2295,,17031611600,6116,14000US17031611600
21657,14000US17031611700,1287,,17031611700,6117,14000US17031611700
21658,14000US17031611800,2556,,17031611800,6118,14000US17031611800
21659,14000US17031611900,2399,,17031611900,6119,14000US17031611900
21660,14000US17031612000,1581,,17031612000,6120,14000US17031612000
21661,14000US17031612100,1335,,17031612100,6121,14000US17031612100
21662,14000US17031620100,4701,,17031620100,6201,14000US17031620100
21663,14000US17031620200,2453,,17031620200,6202,14000US17031620200
21664,14000US17031620300,6525,,17031620300,6203,14000US17031620300
21665,14000US17031620400,5301,,17031620400,6204,14000US17031620400
21666,14000US17031630100,1198,,17031630100,6301,14000US17031630100
21667,14000US17031630200,2344,,17031630200,6302,14000US17031630200
21668,14000US17031630300,5850,,17031630300,6303,14000US17031630300
21669,14000US17031630400,6957,,17031630400,6304,14000US17031630400
21670,14000US17031630500,5964,,17031630500,6305,14000US17031630500
21671,14000US17031630800,6889,,17031630800,6308,14000US17031630800
21672,14000US17031630900,4895,,17031630900,6309,14000US17031630900
21673,14000US17031640100,1026,,17031640100,6401,14000US17031640100
21674,14000US17031640300,6198,,17031640300,6403,14000US17031640300
21675,14000US17031640400,3317,,17031640400,6404,14000US17031640400
21676,14000US17031640500,3323,,17031640500,6405,14000US17031640500
21677,14000US17031640600,4049,,17031640600,6406,14000US17031640600
21678,14000US17031640700,3173,,17031640700,6407,14000US17031640700
21679,14000US17031640800,1630,,17031640800,6408,14000US17031640800
21680,14000US17031650100,4992,,17031650100,6501,14000US17031650100
21681,14000US17031650200,7055,,17031650200,6502,14000US17031650200
21682,14000US17031650301,5554,,17031650301,6503.01,14000US17031650301
21683,14000US17031650302,4093,,17031650302,6503.02,14000US17031650302
21684,14000US17031650400,6855,,17031650400,6504,14000US17031650400
21685,14000US17031650500,4401,,17031650500,6505,14000US17031650500
21686,14000US17031660301,1735,,17031660301,6603.01,14000US17031660301
21687,14000US17031660302,5633,,17031660302,6603.02,14000US17031660302
21688,14000US17031660400,5415,,17031660400,6604,14000US17031660400
21689,14000US17031660500,5300,,17031660500,6605,14000US17031660500
21690,14000US17031660600,6428,,17031660600,6606,14000US17031660600
21691,14000US17031660700,2124,,17031660700,6607,14000US17031660700
21692,14000US17031660800,6058,,17031660800,6608,14000US17031660800
21693,14000US17031660900,4701,,17031660900,6609,14000US17031660900
21694,14000US17031661000,5680,,17031661000,6610,14000US17031661000
21695,14000US17031661100,5904,,17031661100,6611,14000US17031661100
21696,14000US17031670100,1420,,17031670100,6701,14000US17031670100
21697,14000US17031670200,1138,,17031670200,6702,14000US17031670200
21698,14000US17031670300,1422,,17031670300,6703,14000US17031670300
21699,14000US17031670400,2111,,17031670400,6704,14000US17031670400
21700,14000US17031670500,1268,,17031670500,6705,14000US17031670500
21701,14000US17031670600,1754,,17031670600,6706,14000US17031670600
21702,14000US17031670700,1325,,17031670700,6707,14000US17031670700
21703,14000US17031670800,1754,,17031670800,6708,14000US17031670800
21704,14000US17031670900,1350,,17031670900,6709,14000US17031670900
21705,14000US17031671100,1617,,17031671100,6711,14000US17031671100
21706,14000US17031671200,1189,,17031671200,6712,14000US17031671200
21707,14000US17031671300,2322,,17031671300,6713,14000US17031671300
21708,14000US17031671400,1693,,17031671400,6714,14000US17031671400
21709,14000US17031671500,3569,,17031671500,6715,14000US17031671500
21710,14000US17031671600,2617,,17031671600,6716,14000US17031671600
21711,14000US17031671800,1216,,17031671800,6718,14000US17031671800
21712,14000US17031671900,1303,,17031671900,6719,14000US17031671900
21713,14000US17031672000,3677,,17031672000,6720,14000US17031672000
21714,14000US17031680500,1601,,17031680500,6805,14000US17031680500
21715,14000US17031680600,1362,,17031680600,6806,14000US17031680600
21716,14000US17031680900,3925,,17031680900,6809,14000US17031680900
21717,14000US17031681000,2942,,17031681000,6810,14000US17031681000
21718,14000US17031681100,3549,,17031681100,6811,14000US17031681100
21719,14000US17031681200,2867,,17031681200,6812,14000US17031681200
21720,14000US17031681300,2742,,17031681300,6813,14000US17031681300
21721,14000US17031681400,2775,,17031681400,6814,14000US17031681400
21722,14000US17031690300,2220,,17031690300,6903,14000US17031690300
21723,14000US17031690400,3530,,17031690400,6904,14000US17031690400
21724,14000US17031690500,1288,,17031690500,6905,14000US17031690500
21725,14000US17031690900,4410,,17031690900,6909,14000US17031690900
21726,14000US17031691000,2614,,17031691000,6910,14000US17031691000
21727,14000US17031691100,3159,,17031691100,6911,14000US17031691100
21728,14000US17031691200,2645,,17031691200,6912,14000US17031691200
21729,14000US17031691300,2721,,17031691300,6913,14000US17031691300
21730,14000US17031691400,3432,,17031691400,6914,14000US17031691400
21731,14000US17031691500,2021,,17031691500,6915,14000US17031691500
21732,14000US17031700100,3206,,17031700100,7001,14000US17031700100
21733,14000US17031700200,6798,,17031700200,7002,14000US17031700200
21734,14000US17031700301,5349,,17031700301,7003.01,14000US17031700301
21735,14000US17031700302,5377,,17031700302,7003.02,14000US17031700302
21736,14000US17031700401,6256,,17031700401,7004.01,14000US17031700401
21737,14000US17031700402,4306,,17031700402,7004.02,14000US17031700402
21738,14000US17031700501,8373,,17031700501,7005.01,14000US17031700501
21739,14000US17031700502,3123,,17031700502,7005.02,14000US17031700502
21740,14000US17031710100,1392,,17031710100,7101,14000US17031710100
21741,14000US17031710200,5926,,17031710200,7102,14000US17031710200
21742,14000US17031710300,1562,,17031710300,7103,14000US17031710300
21743,14000US17031710400,5098,,17031710400,7104,14000US17031710400
21744,14000US17031710500,4439,,17031710500,7105,14000US17031710500
21745,14000US17031710600,1996,,17031710600,7106,14000US17031710600
21746,14000US17031710700,2858,,17031710700,7107,14000US17031710700
21747,14000US17031710800,4657,,17031710800,7108,14000US17031710800
21748,14000US17031710900,2756,,17031710900,7109,14000US17031710900
21749,14000US17031711000,3473,,17031711000,7110,14000US17031711000
21750,14000US17031711100,3599,,17031711100,7111,14000US17031711100
21751,14000US17031711200,4920,,17031711200,7112,14000US17031711200
21752,14000US17031711300,1742,,17031711300,7113,14000US17031711300
21753,14000US17031711400,2493,,17031711400,7114,14000US17031711400
21754,14000US17031711500,2723,,17031711500,7115,14000US17031711500
21755,14000US17031720100,4090,,17031720100,7201,14000US17031720100
21756,14000US17031720200,4594,,17031720200,7202,14000US17031720200
21757,14000US17031720300,3547,,17031720300,7203,14000US17031720300
21758,14000US17031720400,2185,,17031720400,7204,14000US17031720400
21759,14000US17031720500,2150,,17031720500,7205,14000US17031720500
21760,14000US17031720600,1670,,17031720600,7206,14000US17031720600
21761,14000US17031720700,2990,,17031720700,7207,14000US17031720700
21762,14000US17031730100,2567,,17031730100,7301,14000US17031730100
21763,14000US17031730201,6039,,17031730201,7302.01,14000US17031730201
21764,14000US17031730202,3230,,17031730202,7302.02,14000US17031730202
21765,14000US17031730300,1185,,17031730300,7303,14000US17031730300
21766,14000US17031730400,3596,,17031730400,7304,14000US17031730400
21767,14000US17031730500,4257,,17031730500,7305,14000US17031730500
21768,14000US17031730600,3147,,17031730600,7306,14000US17031730600
21769,14000US17031730700,2000,,17031730700,7307,14000US17031730700
21770,14000US17031740100,2962,,17031740100,7401,14000US17031740100
21771,14000US17031740200,6472,,17031740200,7402,14000US17031740200
21772,14000US17031740300,4413,,17031740300,7403,14000US17031740300
21773,14000US17031740400,4628,,17031740400,7404,14000US17031740400
21774,14000US17031750100,4516,,17031750100,7501,14000US17031750100
21775,14000US17031750200,2846,,17031750200,7502,14000US17031750200
21776,14000US17031750300,2758,,17031750300,7503,14000US17031750300
21777,14000US17031750400,3162,,17031750400,7504,14000US17031750400
21778,14000US17031750500,5582,,17031750500,7505,14000US17031750500
21779,14000US17031750600,3817,,17031750600,7506,14000US17031750600
21780,14000US17031760801,4390,,17031760801,7608.01,14000US17031760801
21781,14000US17031760802,2173,,17031760802,7608.02,14000US17031760802
21782,14000US17031760803,6977,,17031760803,7608.03,14000US17031760803
21783,14000US17031770201,5745,,17031770201,7702.01,14000US17031770201
21784,14000US17031770202,5066,,17031770202,7702.02,14000US17031770202
21785,14000US17031770300,7031,,17031770300,7703,14000US17031770300
21786,14000US17031770400,4510,,17031770400,7704,14000US17031770400
21787,14000US17031770500,4237,,17031770500,7705,14000US17031770500
21788,14000US17031770601,2940,,17031770601,7706.01,14000US17031770601
21789,14000US17031770602,4901,,17031770602,7706.02,14000US17031770602
21790,14000US17031770700,2697,,17031770700,7707,14000US17031770700
21791,14000US17031770800,6224,,17031770800,7708,14000US17031770800
21792,14000US17031770901,5095,,17031770901,7709.01,14000US17031770901
21793,14000US17031770902,3341,,17031770902,7709.02,14000US17031770902
21794,14000US17031800100,2565,,17031800100,8001,14000US17031800100
21795,14000US17031800200,6185,,17031800200,8002,14000US17031800200
21796,14000US17031800300,3229,,17031800300,8003,14000US17031800300
21797,14000US17031800400,3874,,17031800400,8004,14000US17031800400
21798,14000US17031800500,5071,,17031800500,8005,14000US17031800500
21799,14000US17031800600,2570,,17031800600,8006,14000US17031800600
21800,14000US17031800700,4974,,17031800700,8007,14000US17031800700
21801,14000US17031800800,2172,,17031800800,8008,14000US17031800800
21802,14000US17031800900,4674,,17031800900,8009,14000US17031800900
21803,14000US17031801000,4806,,17031801000,8010,14000US17031801000
21804,14000US17031801100,4581,,17031801100,8011,14000US17031801100
21805,14000US17031801200,3561,,17031801200,8012,14000US17031801200
21806,14000US17031801300,4191,,17031801300,8013,14000US17031801300
21807,14000US17031801400,3011,,17031801400,8014,14000US17031801400
21808,14000US17031801500,6632,,17031801500,8015,14000US17031801500
21809,14000US17031801601,4112,,17031801601,8016.01,14000US17031801601
21810,14000US17031801603,3968,,17031801603,8016.03,14000US17031801603
21811,14000US17031801605,5459,,17031801605,8016.05,14000US17031801605
21812,14000US17031801606,5811,,17031801606,8016.06,14000US17031801606
21813,14000US17031801607,5297,,17031801607,8016.07,14000US17031801607
21814,14000US17031801608,6143,,17031801608,8016.08,14000US17031801608
21815,14000US17031801701,3840,,17031801701,8017.01,14000US17031801701
21816,14000US17031801702,4773,,17031801702,8017.02,14000US17031801702
21817,14000US17031801800,5338,,17031801800,8018,14000US17031801800
21818,14000US17031801901,4443,,17031801901,8019.01,14000US17031801901
21819,14000US17031801902,3120,,17031801902,8019.02,14000US17031801902
21820,14000US17031802002,5388,,17031802002,8020.02,14000US17031802002
21821,14000US17031802003,2559,,17031802003,8020.03,14000US17031802003
21822,14000US17031802004,5082,,17031802004,8020.04,14000US17031802004
21823,14000US17031802100,3419,,17031802100,8021,14000US17031802100
21824,14000US17031802200,4259,,17031802200,8022,14000US17031802200
21825,14000US17031802300,5297,,17031802300,8023,14000US17031802300
21826,14000US17031802402,4959,,17031802402,8024.02,14000US17031802402
21827,14000US17031802403,1378,,17031802403,8024.03,14000US17031802403
21828,14000US17031802404,7142,,17031802404,8024.04,14000US17031802404
21829,14000US17031802503,5552,,17031802503,8025.03,14000US17031802503
21830,14000US17031802504,6726,,17031802504,8025.04,14000US17031802504
21831,14000US17031802505,7173,,17031802505,8025.05,14000US17031802505
21832,14000US17031802506,2767,,17031802506,8025.06,14000US17031802506
21833,14000US17031802605,6919,,17031802605,8026.05,14000US17031802605
21834,14000US17031802607,1385,,17031802607,8026.07,14000US17031802607
21835,14000US17031802608,5996,,17031802608,8026.08,14000US17031802608
21836,14000US17031802609,6314,,17031802609,8026.09,14000US17031802609
21837,14000US17031802610,1526,,17031802610,8026.10,14000US17031802610
21838,14000US17031802701,6606,,17031802701,8027.01,14000US17031802701
21839,14000US17031802702,5016,,17031802702,8027.02,14000US17031802702
21840,14000US17031802801,4951,,17031802801,8028.01,14000US17031802801
21841,14000US17031802802,6478,,17031802802,8028.02,14000US17031802802
21842,14000US17031802900,6172,,17031802900,8029,14000US17031802900
21843,14000US17031803005,2556,,17031803005,8030.05,14000US17031803005
21844,14000US17031803007,5090,,17031803007,8030.07,14000US17031803007
21845,14000US17031803008,4621,,17031803008,8030.08,14000US17031803008
21846,14000US17031803010,4815,,17031803010,8030.10,14000US17031803010
21847,14000US17031803012,2301,,17031803012,8030.12,14000US17031803012
21848,14000US17031803013,5236,,17031803013,8030.13,14000US17031803013
21849,14000US17031803014,3716,,17031803014,8030.14,14000US17031803014
21850,14000US17031803015,4736,,17031803015,8030.15,14000US17031803015
21851,14000US17031803016,2201,,17031803016,8030.16,14000US17031803016
21852,14000US17031803017,5646,,17031803017,8030.17,14000US17031803017
21853,14000US17031803100,3339,,17031803100,8031,14000US17031803100
21854,14000US17031803200,5984,,17031803200,8032,14000US17031803200
21855,14000US17031803300,5512,,17031803300,8033,14000US17031803300
21856,14000US17031803400,6303,,17031803400,8034,14000US17031803400
21857,14000US17031803500,6157,,17031803500,8035,14000US17031803500
21858,14000US17031803603,6957,,17031803603,8036.03,14000US17031803603
21859,14000US17031803604,4201,,17031803604,8036.04,14000US17031803604
21860,14000US17031803605,7435,,17031803605,8036.05,14000US17031803605
21861,14000US17031803606,8879,,17031803606,8036.06,14000US17031803606
21862,14000US17031803607,5203,,17031803607,8036.07,14000US17031803607
21863,14000US17031803608,7643,,17031803608,8036.08,14000US17031803608
21864,14000US17031803610,7393,,17031803610,8036.10,14000US17031803610
21865,14000US17031803611,5857,,17031803611,8036.11,14000US17031803611
21866,14000US17031803612,3333,,17031803612,8036.12,14000US17031803612
21867,14000US17031803701,2615,,17031803701,8037.01,14000US17031803701
21868,14000US17031803702,5653,,17031803702,8037.02,14000US17031803702
21869,14000US17031803800,4953,,17031803800,8038,14000US17031803800
21870,14000US17031803901,3213,,17031803901,8039.01,14000US17031803901
21871,14000US17031803902,3561,,17031803902,8039.02,14000US17031803902
21872,14000US17031804000,4409,,17031804000,8040,14000US17031804000
21873,14000US17031804102,7100,,17031804102,8041.02,14000US17031804102
21874,14000US17031804104,5152,,17031804104,8041.04,14000US17031804104
21875,14000US17031804105,4215,,17031804105,8041.05,14000US17031804105
21876,14000US17031804106,6886,,17031804106,8041.06,14000US17031804106
21877,14000US17031804108,3654,,17031804108,8041.08,14000US17031804108
21878,14000US17031804109,2878,,17031804109,8041.09,14000US17031804109
21879,14000US17031804201,7673,,17031804201,8042.01,14000US17031804201
21880,14000US17031804202,7905,,17031804202,8042.02,14000US17031804202
21881,14000US17031804305,7686,,17031804305,8043.05,14000US17031804305
21882,14000US17031804306,6014,,17031804306,8043.06,14000US17031804306
21883,14000US17031804308,5243,,17031804308,8043.08,14000US17031804308
21884,14000US17031804309,3106,,17031804309,8043.09,14000US17031804309
21885,14000US17031804310,9339,,17031804310,8043.10,14000US17031804310
21886,14000US17031804311,7713,,17031804311,8043.11,14000US17031804311
21887,14000US17031804403,6266,,17031804403,8044.03,14000US17031804403
21888,14000US17031804404,5342,,17031804404,8044.04,14000US17031804404
21889,14000US17031804405,3931,,17031804405,8044.05,14000US17031804405
21890,14000US17031804406,6432,,17031804406,8044.06,14000US17031804406
21891,14000US17031804505,3710,,17031804505,8045.05,14000US17031804505
21892,14000US17031804506,5128,,17031804506,8045.06,14000US17031804506
21893,14000US17031804507,11693,,17031804507,8045.07,14000US17031804507
21894,14000US17031804508,2439,,17031804508,8045.08,14000US17031804508
21895,14000US17031804509,5937,,17031804509,8045.09,14000US17031804509
21896,14000US17031804510,6142,,17031804510,8045.10,14000US17031804510
21897,14000US17031804511,2541,,17031804511,8045.11,14000US17031804511
21898,14000US17031804603,4919,,17031804603,8046.03,14000US17031804603
21899,14000US17031804606,7540,,17031804606,8046.06,14000US17031804606
21900,14000US17031804607,6963,,17031804607,8046.07,14000US17031804607
21901,14000US17031804608,3781,,17031804608,8046.08,14000US17031804608
21902,14000US17031804609,5733,,17031804609,8046.09,14000US17031804609
21903,14000US17031804610,2217,,17031804610,8046.10,14000US17031804610
21904,14000US17031804611,4293,,17031804611,8046.11,14000US17031804611
21905,14000US17031804701,6264,,17031804701,8047.01,14000US17031804701
21906,14000US17031804705,3900,,17031804705,8047.05,14000US17031804705
21907,14000US17031804706,2452,,17031804706,8047.06,14000US17031804706
21908,14000US17031804709,6722,,17031804709,8047.09,14000US17031804709
21909,14000US17031804710,4512,,17031804710,8047.10,14000US17031804710
21910,14000US17031804711,7395,,17031804711,8047.11,14000US17031804711
21911,14000US17031804712,5787,,17031804712,8047.12,14000US17031804712
21912,14000US17031804713,4587,,17031804713,8047.13,14000US17031804713
21913,14000US17031804714,3574,,17031804714,8047.14,14000US17031804714
21914,14000US17031804715,3674,,17031804715,8047.15,14000US17031804715
21915,14000US17031804716,5542,,17031804716,8047.16,14000US17031804716
21916,14000US17031804803,5680,,17031804803,8048.03,14000US17031804803
21917,14000US17031804804,6675,,17031804804,8048.04,14000US17031804804
21918,14000US17031804805,7368,,17031804805,8048.05,14000US17031804805
21919,14000US17031804806,3331,,17031804806,8048.06,14000US17031804806
21920,14000US17031804807,5131,,17031804807,8048.07,14000US17031804807
21921,14000US17031804808,2538,,17031804808,8048.08,14000US17031804808
21922,14000US17031804809,4041,,17031804809,8048.09,14000US17031804809
21923,14000US17031804810,6731,,17031804810,8048.10,14000US17031804810
21924,14000US17031804901,6549,,17031804901,8049.01,14000US17031804901
21925,14000US17031804902,5183,,17031804902,8049.02,14000US17031804902
21926,14000US17031805001,4804,,17031805001,8050.01,14000US17031805001
21927,14000US17031805002,6959,,17031805002,8050.02,14000US17031805002
21928,14000US17031805105,7367,,17031805105,8051.05,14000US17031805105
21929,14000US17031805106,2539,,17031805106,8051.06,14000US17031805106
21930,14000US17031805107,6252,,17031805107,8051.07,14000US17031805107
21931,14000US17031805108,7388,,17031805108,8051.08,14000US17031805108
21932,14000US17031805109,4353,,17031805109,8051.09,14000US17031805109
21933,14000US17031805110,4153,,17031805110,8051.10,14000US17031805110
21934,14000US17031805111,7651,,17031805111,8051.11,14000US17031805111
21935,14000US17031805112,3082,,17031805112,8051.12,14000US17031805112
21936,14000US17031805201,3314,,17031805201,8052.01,14000US17031805201
21937,14000US17031805202,4127,,17031805202,8052.02,14000US17031805202
21938,14000US17031805301,3480,,17031805301,8053.01,14000US17031805301
21939,14000US17031805302,3339,,17031805302,8053.02,14000US17031805302
21940,14000US17031805401,3862,,17031805401,8054.01,14000US17031805401
21941,14000US17031805402,5192,,17031805402,8054.02,14000US17031805402
21942,14000US17031805501,3638,,17031805501,8055.01,14000US17031805501
21943,14000US17031805502,3587,,17031805502,8055.02,14000US17031805502
21944,14000US17031805600,4771,,17031805600,8056,14000US17031805600
21945,14000US17031805701,5233,,17031805701,8057.01,14000US17031805701
21946,14000US17031805702,1797,,17031805702,8057.02,14000US17031805702
21947,14000US17031805801,2455,,17031805801,8058.01,14000US17031805801
21948,14000US17031805802,5026,,17031805802,8058.02,14000US17031805802
21949,14000US17031805901,3906,,17031805901,8059.01,14000US17031805901
21950,14000US17031805902,6281,,17031805902,8059.02,14000US17031805902
21951,14000US17031806001,6022,,17031806001,8060.01,14000US17031806001
21952,14000US17031806002,8202,,17031806002,8060.02,14000US17031806002
21953,14000US17031806003,7745,,17031806003,8060.03,14000US17031806003
21954,14000US17031806004,7628,,17031806004,8060.04,14000US17031806004
21955,14000US17031806102,4212,,17031806102,8061.02,14000US17031806102
21956,14000US17031806103,5096,,17031806103,8061.03,14000US17031806103
21957,14000US17031806104,4352,,17031806104,8061.04,14000US17031806104
21958,14000US17031806201,4181,,17031806201,8062.01,14000US17031806201
21959,14000US17031806202,4675,,17031806202,8062.02,14000US17031806202
21960,14000US17031806300,4454,,17031806300,8063,14000US17031806300
21961,14000US17031806400,2273,,17031806400,8064,14000US17031806400
21962,14000US17031806501,2621,,17031806501,8065.01,14000US17031806501
21963,14000US17031806502,4309,,17031806502,8065.02,14000US17031806502
21964,14000US17031806600,3368,,17031806600,8066,14000US17031806600
21965,14000US17031806700,4471,,17031806700,8067,14000US17031806700
21966,14000US17031806801,3893,,17031806801,8068.01,14000US17031806801
21967,14000US17031806802,3026,,17031806802,8068.02,14000US17031806802
21968,14000US17031806900,4858,,17031806900,8069,14000US17031806900
21969,14000US17031807000,5407,,17031807000,8070,14000US17031807000
21970,14000US17031807100,3903,,17031807100,8071,14000US17031807100
21971,14000US17031807200,5960,,17031807200,8072,14000US17031807200
21972,14000US17031807300,7184,,17031807300,8073,14000US17031807300
21973,14000US17031807400,6919,,17031807400,8074,14000US17031807400
21974,14000US17031807500,3361,,17031807500,8075,14000US17031807500
21975,14000US17031807600,6360,,17031807600,8076,14000US17031807600
21976,14000US17031807700,5728,,17031807700,8077,14000US17031807700
21977,14000US17031807800,2671,,17031807800,8078,14000US17031807800
21978,14000US17031807900,4127,,17031807900,8079,14000US17031807900
